#   energy        xmu
9786.7877	1.169415
9792.9020	1.164238
9799.0246	1.158733
9805.1555	1.153696
9811.2947	1.148311
9817.4423	1.143171
9823.5983	1.138039
9829.7627	1.132839
9835.9355	1.127269
9842.1167	1.122297
9848.3064	1.116802
9854.5046	1.111995
9860.7112	1.107042
9866.9264	1.101711
9873.1500	1.096549
9879.3822	1.091767
9885.6230	1.086906
9891.8723	1.081975
9898.1302	1.077039
9904.3967	1.071982
9910.6718	1.066899
9916.9555	1.062064
9923.2479	1.056892
9929.5490	1.051981
9935.8588	1.046889
9942.1773	1.041686
9948.5045	1.036865
9954.8404	1.031434
9961.1851	1.026736
9967.5386	1.021571
9973.9008	1.016375
9980.2719	1.011537
9986.6518	1.006652
9993.0406	1.001418
9999.4382	0.996371
10005.844	0.9915485
10012.260	0.9861811
10018.684	0.9816221
10025.117	0.9768275
10031.559	0.9722076
10038.011	0.9669235
10044.471	0.9622285
10050.940	0.9574235
10057.418	0.9522731
10063.905	0.9476396
10070.402	0.942851
10076.907	0.9378735
10083.422	0.9331848
10089.945	0.9284756
10096.478	0.9236414
10103.020	0.9187039
10109.571	0.9137233
10116.131	0.9089413
10122.701	0.9039403
10129.280	0.8990987
10135.868	0.8942355
10142.465	0.8895729
10149.072	0.8847513
10155.687	0.8799777
10162.313	0.8748735
10168.947	0.8698801
10175.591	0.8653597
10182.244	0.8604199
10188.907	0.8558506
10195.579	0.8510083
10202.261	0.8458851
10208.952	0.8414831
10215.652	0.8362938
10222.362	0.8314929
10229.082	0.8266195
10235.811	0.8220733
10242.550	0.8171302
10249.298	0.8124217
10256.056	0.8072544
10262.823	0.8028212
10269.600	0.7981515
10276.387	0.7946406
10283.183	0.7907546
10289.990	0.7860302
10296.805	0.780891
10303.631	0.7759619
10310.466	0.7704013
10317.312	0.7661337
10324.167	0.7612486
10331.031	0.7568331
10337.906	0.7515529
10344.790	0.7466699
10351.685	0.7418372
10358.589	0.7371956
10365.503	0.7320702
10372.427	0.7272902
10379.361	0.7227396
10386.306	0.7182564
10393.260	0.7130675
10400.224	0.7085426
[EX_END]
